=== Tool Life Management ===
Title	Tool Master	Tool Record	Month	Customer Type	Year	No of Parts	Machine clamping force (T)	Tooling cost	Currency	Tool description	Master Type	Warranty (Parts)	Tool Owner	Type of Sprue	Overall Cycle time (s)	Type of press	Standard daily capacity (Parts)	Max daily capacity (Parts)	Part Gross Weight (g)	Part Net Weight (g)	Strip width (mm)	Pitch (mm)	Lead Time (months)	Plant	Tool Type	Plant:Title	Plant:Site	Tool Type:Title	End_of_production	EOP	ID	Created	Modified	MasterRecord	ParentTitle	ToolCurrentStatus	Data	Created By	Modified By	TestCurrency	Property	Part per cycle	PartNumberReference	PartReference	Tool Maker	Warranty Alert	Attachments
ST-2002-01-20-193					2002	1	193.0			Guide PB- Burstenhalter 027		10000000	BOSCH			V							3.22	AVO El Fahs	Stamping			ST								In use								A60100047, A60100059			
ST-20032-01-20-194					2003	1	194.0			BRUSH HOLDER		0												AVO Monterrey	Stamping			ST																			
ST-2008-01-50-308					2008	1	308.0			TERMINAL 800W		5000000	NEXTEER			V							2.99	AVO El Fahs	Stamping			ST								Production end								A60101098			
ST-2008-01-50-309					2008	1	309.0			TERMINAL 800W MODIFIE		0	NEXTEER			V							2.99	AVO El Fahs	Stamping			ST								Production end								A60101219			
ST-2008-01-XX-196					2008	1	196.0			FLAT SPRING		2500000	HILTI			V							2.99	AVO El Fahs	Stamping			ST								Production end								A60100193			
ST-2008-01-100-419					2008	1	419.0			Spring loaded contact left		2500000	HILTI			V	43200.0						2.99	AVO El Fahs	Stamping			ST								Mold scraped								A60100317			
ST-2008-01-100-420					2008	1	420.0			Spring loaded contact right		2500000	HILTI			V							2.99	AVO El Fahs	Stamping			ST								Mold scraped								A60100318			
ST-2008-01-100-421					2008	1	421.0			Plug switch right		2500000	HILTI			V							2.99	AVO El Fahs	Stamping			ST								Mold scraped								A60100319			
ST-2008-01-100-422					2008	1	422.0			Plug switch left		2500000	HILTI			V							2.99	AVO El Fahs	Stamping			ST								Mold scraped								A60100320			
ST-2009-01-60-310					2009	1	310.0			TRACK LONG CB TI FRST PLASTQUE		50000000	VALEO			V	432000.0						3.68	AVO Monterrey	Stamping			ST								In use								50-0541, 50-0542			
ST-2008-01-30-423					2008	1	423.0			Contact bar		2500000	HILTI			V							2.99	AVO El Fahs	Stamping			ST								Mold scraped								A60100321			
ST-2001-01-50-182					2001	1	182.0			LANGUETTE MNG3		13300000	AVO				43200.0						2.76	AVO El Fahs	Stamping			ST								In use								A53220957, A60100083, A60101619			
ST-2001-01-50-153					2001	1	153.0			Blade terminal		0	No tool owner											AVO El Fahs	Stamping			ST								In use								A60110769			
ST-2003-01-30-197					2003	1	197.0			Pontet		500000	No tool owner			V	21600.0							AVO El Fahs	Stamping			ST								In use											
ST-1993-01-35-161					1993	1	161.0					0	No tool owner			V	43200.0							AVO Monterrey	Stamping			ST								In use											
ST-1993-01-35-162					1993	1	162.0					0	No tool owner			V	43200.0							AVO Monterrey	Stamping			ST								In use											
ST-2002-01-XXX-198					2002	1	198.0			CAGE BALAI DROITE		10000000	HILTI			V	43200.0						3.22	AVO El Fahs	Stamping			ST								In use								A60100437			
ST-2002-01-XXX-199					2002	1	199.0			CAGE BALAI GAUCHE		10000000	HILTI			V	43200.0						3.22	AVO El Fahs	Stamping			ST								In use								A60100438			
ST-2011-01-20-497					2011	1	497.0			Guide balai		3000000	HILTI			V	72000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100332			
ST-2011-01-50-498					2011	1	498.0			Piste circulaire		3000000	HILTI			V	72000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100333			
ST-2011-01-50-499					2011	1	499.0			Piste droite		3000000	HILTI			V	72000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100334			
ST-2009-02-20-442					2009	2	442.0			INSERT NGM DROIT PLAN 422086		0	INTEVA			V	144000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100885			
ST-2009-02-25-443					2009	2	443.0			INSERT NGM GAUCHE PLAN 422087		0	INTEVA			V	144000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100886			
ST-2009-02-20-444					2009	2	444.0			INSERT NGM PLAN 422088		0	INTEVA			V	144000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100887			
ST-2011-02-20-500					2011	2	500.0	15850	EURO	SUPPORT LAME GAUCHE NEM2		520000000	INTEVA			V	216000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60110811, A60110812			
ST-2002-01-20-311					2002	1	311.0			Contact RSB splice 7791 LE		50000000	VM Industries			V	216000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60100838			
ST-2010-01-50-461					2010	1	461.0			Languette connecteur DUCATO		60000000	NIDEC			V	72000.0						2.76	AVO El Fahs	Stamping			ST								In use								A856514Z, A996751A, A60101160, A60101151			
TP-2007-04-75-424					2007	4	424.0			"Connecteur B2E Metripack
Connecteur 10C20 B2E"		4000000	NIDEC				6912.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								A60101415			
TP-2008-04-100-210					2008	4	210.0	37850	EURO	CONNECTEUR W95		4000000	NIDEC				6400.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								AA08106063I, AA07106030C			
ST-2007-01-XX-425					2007	1	425.0			Terminal W95 / B2E Metripack		12000000	NIDEC			V							2.99	AVO El Fahs	Stamping			ST								In use								A996751A			
TP-2007-04-95-426					2007	4	426.0			CONNECTEUR MAZDA B2E 10C40 & 10C45		4000000	NIDEC	Cold sprue		H	3456.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								AA07106025G, AA08106056K			
ST-2007-01-25-427					2007	1	427.0			Terminal MAZDA B2E 10C40 & 10C45		12000000	NIDEC			V							2.99	AVO El Fahs	Stamping			ST								In use								AA07106026H, AA07106025K			
TP-2003-04-50-140					2003	4	140.0			PASSE FIL0 43 10T		0	NIDEC				11520.0							AVO El Fahs	Thermoplastic Injection			TP																A57840487			
TP-2003-04-75-117					2003	4	117.0	3500	EURO	CONNECTEUR 11TA EPSILON		4000000	NIDEC				3840.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100477, A60100482			
TP-2003-01-75-139					2003	1	139.0			CONNECTEUR 10T		0	NIDEC				960.0						3.68	AVO El Fahs	Thermoplastic Injection			TP																A60100815			
TP-2006-02-50-379					2006	2	379.0			RETAINER 10T		0	NIDEC				3927.0							AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								A60110300			
TP-2003-01-50-138					2003	1	138.0			PASSE FIL 10T		0	NIDEC				2400.0							AVO El Fahs	Thermoplastic Injection			TP																A861630L			
TP-2003-XX-XX-119					2003	XX	119.0			PASSE FIL 10T		0	NIDEC											AVO El Fahs	Thermoplastic Injection			TP																A57840527			
TP-2007-04-80-428					2007	4	428.0			CABLE HEADER		3000000	NEXTEER				6646.0						3.22	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60101096			
TP-2007-04-35-429					2007	4	429.0			TERMINAL LOCKER / RETAINER		6000000	NEXTEER				24686.0						2.76	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60101097			
TP-2008-02-50-244					2008	2	244.0			Connecteur 2 pôles FAURECIA		98648	FAURECIA				2160.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110100			
TP-2011-08-160-501					2011	8	501.0			SUPPORT PLASTIQUE NEM2		8000000	INTEVA				14400.0							AVO El Fahs	Thermoplastic Injection			TP								Production end											
TP-2009-04-50-245					2009	4	245.0			Connecteur 2372 10C DUCON 63		4000000	NIDEC				8229.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								AA08106131D			
TP-2009-04-50-246					2009	4	246.0			Connecteur 2238 DENSO 10CFCI		4000000	NIDEC				4320.0						3.45	AVO El Fahs	Thermoplastic Injection			TP								In use								AA08106138K			
TP-2009-04-50-247					2009	4	247.0			Connecteur S2408		4000000	NIDEC				8229.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								AA09116165K			
TP-2012-01-60-381					2012	1	381.0			SUPPORT PLASTIQUE NEM2		20000	INTEVA			H	2057.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								Production end								A60110810			
TP-2008-04-50-248					2008	4	248.0			Connecteur P2378		4000000	NIDEC				8229.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								AA09106157L			
TP-2008-04-50-249					2008	4	249.0			Connecteur X70		4000000	NIDEC				8229.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A993432R			
TP-2008-04-50-502					2008	4	502.0			Connecteur B8		4800000	NIDEC				5760.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								Production end								A993428X			
ST-2012-01-80-313					2012	1	313.0			Carcasse pour 101A, 506F, 6001A,365K		27500000	NIDEC			V	54000.0						2.53	AVO El Fahs	Stamping			ST								In use								Carcasse pour 101A, 506F, 6001A,365K			
ST-2012-01-80-312					2012	1	312.0			Carcasse pour 493G, 450E,745P,414E		17100000	NIDEC			V	54000.0						2.53	AVO El Fahs	Stamping			ST								In use								Carcasse pour (450E,745P), (414E, 493G)			
ST-2012-01-80-628					2012	1	628.0			Carcasse pour 591J, 623E		12000000	NIDEC			V	54000.0						2.53	AVO El Fahs	Stamping			ST								In use								Carcasse pour 591J, 623E			
ST-2012-04-80-631					2012	4	631.0			Module 745P / 450E		12000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								"996745P
A11106450E"			
ST-2012-04-80-632					2012	4	632.0			Module 414E / 493G 		12000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								"A11106414E
993493G "			
ST-2012-04-80-524					2012	4	524.0			Module 749E		12000000	VALEO			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A996749E			
ST-2012-04-80-633					2012	4	633.0			Module  A08106101 A (Galfan)		10000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A08106101 A (Galfan)			
ST-2012-04-80-634					2012	4	634.0			Module K A12106506 F		10000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A12106506 F			
ST-2012-04-80-635					2012	4	635.0	21000		Module A07106001 A		16000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A07106001 A			
ST-2012-04-80-636					2012	4	636.0			Module A10106365 K		10000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A10106365 K			
ST-2012-04-80-637					2012	4	637.0			Module 086N / 088O		16500000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								Production end								A08116086N, A08116088O			
ST-2012-04-80-638					2012	4	638.0			Module 3B		10000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								"A09116227I
A08116058M"			
ST-2012-01-80-629					2012	1	629.0			Carcasse pour 086N,088O,227I,058M		18200000	NIDEC			V	54000.0						2.53	AVO El Fahs	Stamping			ST								Production end								Carcasse pour 086N,088O,227I,058M			
ST-2012-01-40-525					2012	1	525.0	14800	EURO	Languette connecteur 11TA B8		40000000	NIDEC			V	108000.0						2.99	AVO El Fahs	Stamping			ST								In use								A993429T			
ST-2013-04-80-583					2013	4	583.0			Module A13116623E		12000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A13116623E			
ST-2013-04-80-584					2013	4	584.0			Module A13116591J		10000000	NIDEC			V	54000.0						2.99	AVO El Fahs	Stamping			ST								In use								A13116591J			
ST-2012-01-80-630					2012	1	630.0			Carcasse pour 749E		12000000	NIDEC			V							2.53	AVO El Fahs	Stamping			ST								In use								Carcasse pour 749E			
TP-2007-08-160-382					2007	8	382.0			SUPPORT PLASTIQUE NEM1		8000000	INTEVA				14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								Mold scraped								A60100053			
TP-2007-08-160-346					2007	8	346.0			SUPPORT PLASTIQUE NEM1		8000000	INTEVA				14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100053			
TP-2012-08-160-556					2012	8	556.0	167100	EURO	SUPPORT PLASTIQUE NEM2		16000000	INTEVA	HR on sprue		H	14400.0						4.83	AVO El Fahs	Thermoplastic Injection			TP								In use								A60110810J			
ST-2012-01-25-557					2012	1	557.0			Short wisker terminal		2000000	VALEO			V	43200.0						2.99	AVO Monterrey	Stamping			ST																53-0593			
TP-2006-04-50-330					2006	4	330.0			Housing comuntator		5000000	INTEVA				9600.0						3.68	AVO El Fahs	Thermoplastic Injection			TP																A60100355			
TP-2002-08-75-120					2002	8	120.0			Boitier NGM PA 66 30%FV		8000000	INTEVA				17280.0						3.68	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100901ITN			
TP-2002-08-75-121					2002	8	121.0			Boitier NGM PBT 30%FV		6000000	INTEVA				12960.0						4.14	AVO El Fahs	Thermoplastic Injection			TP								In use								A60100884, A60100901			
TP-2009-01-XX-209					2009	1	209.0					0												AVO El Fahs	Thermoplastic Injection			TP																A80100012			
TP-2009-01-XX-122					2009	1	122.0					0												AVO El Fahs	Thermoplastic Injection			TP																A80100021			
TP-2009-01-XX-123					2009	1	123.0					0												AVO El Fahs	Thermoplastic Injection			TP																A80100018			
ST-2002-01-XXX-124					2002	1	124.0			LANGUETTE T. PLAN 80100061		10000000	INTEVA			V							2.76	AVO El Fahs	Stamping			ST								Production end								A80100061			
ST-2002-01-XXX-125					2002	1	125.0			LANGUETTE R. PLAN 80100062		10000000	INTEVA			V							2.76	AVO El Fahs	Stamping			ST								Production end								A80100062			
ST-2002-08-XX-126					2002	8	126.0			BOITIER NGM ANTIPARASITAGE O		10000000	INTEVA			V							3.91	AVO El Fahs	Stamping			ST								In use								A80100150, A80100160, A80100110, A80100120, A80100140, A80100130, A80100180, A80100190			
ST-2002-01-XX-211					2002	1	211.0			CONNEXION GAUCHE PIA 422146AA		10000000	INTEVA			V							3.45	AVO El Fahs	Stamping			ST								In use								A80100024			
ST-2006-01-XX-212					2006	1	212.0			LANGUETTE T PQ35		20000000	INTEVA			V							2.76	AVO El Fahs	Stamping			ST								In use								A80100036			
ST-2006-01-XX-213					2006	1	213.0			LANGUETTE R PQ35		20000000	INTEVA			V							2.76	AVO El Fahs	Stamping			ST								In use								A80100038			
TS-2009-70-250-445					2009	70	445.0	1200	EURO	Joint NEM 2		7000000	INTEVA	Cold runner			6720000.0						3.22	AVO El Fahs	Thermoset Injection			TS								In use								A60100058			
TS-2009-80-250-446					2009	80	446.0	1200	EURO	Joint NEM 2		8000000	INTEVA	Cold runner			7680000.0						3.22	AVO El Fahs	Thermoset Injection			TS								In use								A60100058			
TS-2009-70-250-447					2009	70	447.0			Joint NGM2PQ35 Nytrile		8000000	INTEVA	Cold runner			6520755.0						3.22	AVO El Fahs	Thermoset Injection			TS								In use								A60100922			
TS-2009-70-250-448					2009	70	448.0			Joint NGM2PQ35 Nytrile		9000000	INTEVA	Cold runner			7335849.0						3.22	AVO El Fahs	Thermoset Injection			TS								In use								A60100922			
ST-2013-02-25-558					2013	2	558.0	34500	EURO	Blade lame egyptienne gauche		80000000	INTEVA			V	144000.0						3.45	AVO El Fahs	Stamping			ST								In use								A60101580, A60101581			
ST-2011-02-35-462					2011	2	462.0			LAME NEM2		80000000	INTEVA			V	288000.0							AVO El Fahs	Stamping			ST								Production end											
ST-2012-02-35-526					2012	2	526.0			Lame ressort NEM		20000000	INTEVA			V	144000.0						3.22	AVO El Fahs	Stamping			ST								In use								A60100055			
ST-2013-02-20-527					2013	2	527.0	11800	EURO	Patte de masse		100000000	INTEVA			V	144000.0						2.76	AVO El Fahs	Stamping			ST								In use								A60100056			
ST-2009-02-35-449					2009	2	449.0			Lame ressort PQ35		20000000	INTEVA			V							2.76	AVO El Fahs	Stamping			ST								In use								A60100357			
ST-2009-01-35-450					2009	1	450.0					12000000	INTEVA			V							2.99	AVO El Fahs	Stamping			ST								In use								"A60100356
A60100358"			
ST-2008-03-63-430					2008	3	430.0			Plaquette Bakelite PRB4		9000000	VALEO			V	129600.0						2.99	AVO El Fahs	Stamping			ST								In use								A53290567			
ST-2005-02-60-331					2005	2	331.0			Guide charbon PR4		52800000	VALEO			V	100465.0						2.76	AVO El Fahs	Stamping			ST								Mold scraped											
ST-1995-01-XX-163					1995	1	163.0			SUPPORT CONNECTEUR		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53102657			
ST-1995-01-XX-164					1995	1	164.0			BOITIER BLINDE PLAN 53103067		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53103067			
ST-1995-01-XX-165					1995	1	165.0			PLATINE CONDUCTRICE		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53220287			
ST-1995-01-XX-166					1995	1	166.0			PLATINE CONDUCTRICE MOY.		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53220417			
ST-1995-01-XX-167					1995	1	167.0			PLAQUETTE PC EQUIP GUIDE 4MR		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53290359			
ST-1995-01-XX-168					1995	1	168.0			PLAQUETTE EQUIP.PLAN 53341836		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53341836			
ST-1995-01-XX-169					1995	1	169.0			SUPPORT A BORNE 4 MR		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53350396			
ST-1995-01-XX-170					1995	1	170.0			SUPPORT A BORNE BLANC		0	VALEO											AVO El Fahs	Stamping			ST								Production end								A53350496			
ST-1995-01-XX-171					1995	1	171.0			SUPPORT A BORNES NOIR		0	VALEO			V								AVO El Fahs	Stamping			ST								Production end								A53350526			
ST-1995-01-XX-172					1995	1	172.0			SUPPORT A BORNES NATUREL		0	VALEO			V								AVO El Fahs	Stamping			ST								Production end								A53350656			
ST-1995-04-60-173					1995	4	173.0			SUPPORT A BORNE PR/GR 24V NOIR		80000000	VALEO			V	288000.0						2.99	AVO El Fahs	Stamping			ST								Mold scraped											
ST-2003-01-120-174					2003	1	174.0			CAGE BALAIS PLATINE ABS		0	VALEO			V	43200.0							AVO El Fahs	Stamping			ST								Production end											
ST-2003-01-XX-175					2003	1	175.0			PLAQUETTE EQ.T3000 PL.60100089		0	VALEO			V								AVO El Fahs	Stamping			ST								Mold scraped								A60100904			
ST-2008-04-60-224					2008	4	224.0			Connector 11TA - P32L		8000000	NIDEC			V	11520.0						2.76	AVO El Fahs	Stamping			ST								In use								A989788F			
ST-2008-01-40-215					2008	1	215.0			Insert Connector 11TA - P32L		15000000	NIDEC			V	61714.0						2.76	AVO El Fahs	Stamping			ST								In use								A989787B			
ST-2009-01-XX-451					2009	1	451.0			Languette G connecteur faurecia		12000000	FAURECIA			V							2.76	AVO El Fahs	Stamping			ST								In use								A60101012, A60101013			
ST-1995-01-40-176					1995	1	176.0			PISTE 2 FIRST PLASTIQUE SICCOM		1000000	VALEO			V							3.45	AVO El Fahs	Stamping			ST								Production end								A53221607    			
TP-2002-04-XX-216					2002	4	216.0			Support à Borne		0	VALEO											AVO El Fahs	Thermoplastic Injection			TP								In use								A53350756			
ST-2002-01-XX-217					2002	1	217.0			Shunt de masse 53370356		5000000	VALEO			V							2.76	AVO El Fahs	Stamping			ST								In use								A53370356			
